	SRR19509095	SRR19509096	SRR19509097	SRR19509098	SRR19509099	SRR19509100	SRR19509101	SRR19509102	SRR19509103	SRR19509104	SRR19509105	SRR19509106	SRR19509107	SRR19509108	SRR19509109	SRR19509110	SRR19509111	SRR19509112	SRR19509113	SRR19509114	SRR19509115	SRR19509116	SRR19509117	SRR19509118	SRR19509119	SRR19509120	SRR19509121	SRR19509122	SRR19509123	SRR19509124	SRR19509125	SRR19509126	SRR19509127	SRR19509128	SRR19509129	SRR19509130	SRR19509131	SRR19509132	SRR19509133	SRR19509134	SRR19509135	SRR19509136	SRR19509137	SRR19509138	SRR19509139	SRR19509140	SRR19509141	SRR19509142	SRR19509143	SRR19509144	SRR19509145	SRR19509146	SRR19509147	SRR19509148	SRR19509149	SRR19509150	SRR19509151	SRR19509152	SRR19509153	SRR19509154
ASV_0087	560	103	288	225	0	0	0	0	0	0	0	64	8	0	219	0	0	34	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	21	0	0	93	29	0	43	30	0	41	283	27	195	554	65	79	85	98	118	84	66	60	31	58	671	56	447
ASV_0088	13	82	77	23	75	44	16	13	0	20	49	14	37	201	46	5	0	9	5	0	31	13	14	15	0	59	15	12	0	12	37	17	10	0	10	44	891	38	178	30	26	111	0	36	1722	30	61	88	0	0	14	0	28	53	55	59	0	27	74	82
ASV_0089	3	6	0	0	0	0	0	0	0	0	0	0	0	0	34	7	12	0	4	0	0	5	0	0	0	32	0	0	6	5	6	5	5	4	0	0	20	46	53	43	79	0	38	0	0	0	55	45	209	726	150	120	941	492	191	97	95	970	63	0
ASV_0090	293	34	285	78	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	8	698	154	158	35	37	113	95	0	88	150	0	202	679	540	298	208	21	0	0	30	162	24	30
ASV_0091	331	24	351	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	156	106	16	15	85	71	0	71	103	0	70	775	747	320	48	0	0	0	48	172	0	16
ASV_0092	45	221	111	65	5	18	22	11	13	22	13	18	14	42	24	32	22	34	23	30	23	25	14	21	24	236	47	72	38	37	104	132	150	131	113	302	222	0	10	0	6	0	0	34	0	10	25	123	0	25	9	0	0	44	92	61	50	71	689	704
ASV_0093	2	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	268	29	21	23	47	0	81	210	47	221	215	167	100	103	63	221	240	534	184	247	152	351	277	274
ASV_0094	21	88	49	36	54	25	0	0	0	0	0	0	0	23	16	0	0	36	0	0	0	0	0	0	0	97	34	0	46	88	41	88	191	143	126	248	44	21	132	0	30	23	0	13	21	23	0	0	67	500	56	450	39	71	38	0	93	481	116	657
ASV_0095	19	33	55	41	63	137	100	29	47	31	87	46	58	33	14	119	361	84	334	125	85	60	201	52	183	14	71	50	77	42	83	23	31	6	31	10	32	237	125	91	99	266	13	28	37	21	27	12	86	51	153	39	7	20	10	32	24	10	22	5
ASV_0096	0	0	0	0	0	0	0	38	0	79	77	70	71	53	0	265	144	211	242	249	430	677	281	552	187	0	59	54	56	61	48	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	85	0	197	0	0	0
ASV_0097	0	36	30	0	36	103	226	102	136	27	0	61	25	60	0	25	0	0	0	0	0	0	36	18	0	0	0	0	38	0	0	0	0	0	0	0	22	142	68	61	474	204	145	29	1069	114	98	0	171	189	123	46	59	24	50	28	79	57	0	13
ASV_0098	12	68	65	32	47	23	11	22	16	20	37	22	17	199	32	6	6	0	0	3	0	18	16	9	26	37	0	8	14	0	21	12	6	6	0	39	945	35	164	11	11	88	0	21	1524	9	65	138	0	12	7	0	22	36	40	28	29	44	48	84
ASV_0099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4045	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0
ASV_0100	145	37	54	41	0	0	42	15	37	30	19	35	11	29	10	25	29	110	59	39	34	37	85	57	30	57	27	8	79	27	16	19	0	0	0	28	50	28	28	39	26	0	0	38	0	73	97	38	73	80	116	262	190	247	253	92	574	303	56	25
ASV_0101	53	287	80	163	35	47	0	30	0	0	0	0	0	22	79	52	96	66	78	46	0	0	0	0	0	185	179	226	171	225	145	67	171	157	100	130	428	0	0	0	0	0	0	24	0	36	23	65	0	0	0	0	0	0	24	0	33	26	267	121
ASV_0102	0	0	0	0	0	0	0	0	0	0	82	0	6	12	27	0	8	0	0	0	0	13	16	0	12	79	0	0	0	0	0	0	9	0	0	0	105	118	22	103	93	0	298	0	14	0	24	97	843	301	336	167	129	83	54	64	81	574	75	91
ASV_0103	0	0	0	0	35	0	0	14	0	33	56	24	50	39	0	76	89	74	204	261	44	34	163	60	288	36	55	21	55	35	56	0	0	0	0	0	30	55	0	39	45	0	0	0	0	0	0	42	108	200	134	539	0	88	238	94	309	124	64	0
ASV_0104	114	18	43	39	253	100	158	215	291	83	53	77	119	45	35	25	7	10	9	0	31	10	28	26	34	6	30	11	15	19	11	10	7	6	14	7	20	151	19	92	238	11	68	24	14	47	77	8	363	209	87	108	119	12	10	16	20	109	5	30
ASV_0105	629	387	322	399	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	0	609	661	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0106	46	71	25	100	17	27	12	45	0	0	0	0	0	6	48	90	68	64	71	38	12	12	0	16	13	36	212	240	99	294	216	0	39	28	25	11	27	7	3	11	17	0	0	15	0	31	22	23	0	142	11	101	8	22	32	0	1049	124	46	6
ASV_0107	9	26	10	14	0	0	0	0	0	0	0	0	4	0	98	0	0	0	7	0	0	0	0	0	0	20	0	0	2	0	0	7	0	0	6	16	31	17	92	25	26	34	280	7	204	7	131	26	916	97	189	51	724	125	115	34	27	193	33	19
ASV_0108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	3	0	0	11	0	3518	0	0	0	0	0	34	0	19	0	0	0	7	0	0	12	0	0
ASV_0109	14	142	14	27	25	23	25	9	11	15	13	47	30	28	26	23	55	160	67	60	44	30	0	7	56	27	104	81	49	57	140	24	80	39	60	59	56	45	25	47	41	31	0	0	15	0	28	40	72	120	398	62	40	51	98	56	41	503	69	59
ASV_0110	30	0	86	40	304	48	130	49	30	23	43	23	24	37	66	24	0	0	11	38	0	0	35	31	30	25	58	87	41	72	42	158	22	32	40	74	175	33	581	38	12	330	0	30	39	25	76	84	0	0	0	0	28	16	17	30	0	0	134	93
ASV_0111	0	86	36	25	38	33	16	30	13	61	31	48	39	60	23	51	76	196	54	62	41	37	111	66	176	54	104	132	70	46	88	120	66	94	51	84	230	0	0	0	0	0	0	10	0	0	0	65	100	52	57	0	31	36	62	49	39	194	158	77
ASV_0112	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	82	94	171	81	75	64	0	0	0	55	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	369	87	47	68	136	395	96	1127	345	45	0
ASV_0113	37	190	101	44	79	35	0	27	13	30	178	24	244	108	62	36	135	43	49	25	25	32	40	39	88	73	33	22	28	0	0	34	0	0	33	15	103	14	103	7	22	57	7	21	410	34	114	33	15	49	48	18	23	8	41	52	0	114	106	77
ASV_0114	379	52	420	54	36	0	153	7	91	33	28	21	26	104	10	40	24	41	54	25	34	28	78	23	0	0	0	0	76	9	0	44	0	10	17	60	28	16	288	71	14	0	0	57	0	92	138	10	0	13	13	74	38	173	56	57	29	63	28	162
ASV_0115	0	0	0	0	81	33	488	29	129	61	1521	37	64	58	0	8	82	0	0	0	40	32	82	28	48	0	0	0	44	0	0	4	52	0	0	0	20	23	0	0	10	0	12	0	0	0	22	0	78	93	52	0	20	0	0	0	49	70	0	0
ASV_0116	0	25	0	0	23	0	27	41	0	78	87	102	76	42	20	31	134	30	65	30	107	45	153	421	526	38	49	14	40	54	60	0	10	0	5	0	50	0	23	0	12	0	5	0	0	0	25	43	10	30	45	0	84	39	223	216	28	165	35	0
ASV_0117	129	59	64	731	0	0	0	0	0	0	0	0	0	0	0	27	31	39	48	49	20	21	5	46	18	0	176	286	110	601	108	30	136	107	159	86	26	0	0	0	0	0	0	41	0	26	55	0	0	0	0	0	0	0	5	0	0	0	29	51
ASV_0118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	70	17	110	77	179	0	0	0	98	37	163	135	45	66	140	118	1662
ASV_0119	15	37	28	22	0	0	0	0	0	0	16	26	25	0	0	97	101	78	176	147	49	33	49	27	22	57	189	287	56	130	150	65	220	236	317	195	44	30	0	29	25	0	0	0	0	0	0	39	22	33	43	46	0	22	0	0	42	0	37	0
ASV_0120	38	35	70	47	118	110	87	87	105	262	89	451	81	62	32	41	0	47	0	0	47	51	41	26	44	0	37	68	47	36	41	18	47	56	68	19	0	0	0	0	0	0	0	27	0	41	690	0	0	2	2	0	39	0	0	0	0	0	14	0
ASV_0121	16	20	63	22	81	448	256	145	60	23	199	14	22	64	27	0	16	0	0	0	27	9	28	22	23	28	7	49	29	0	18	0	0	0	0	0	18	310	156	60	100	526	0	22	143	64	23	0	0	22	20	23	15	0	0	0	0	0	0	0
ASV_0122	349	56	548	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	26	0	160	31	105	6	602	20	17	38	236	29	202	0	0	200	77	6	13	22	22	30	16	0
ASV_0123	0	39	0	0	252	159	39	133	47	33	78	27	27	25	0	135	657	85	174	80	37	10	19	34	121	0	88	58	48	56	117	7	44	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	87	0	0	26	28	28	39	173	14	0
ASV_0124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	62	141	113	76	194	34	0	0	60	56	0	7	0	0	0	0	0	77	470	80	368	0	99	46	38	125	448	74	414
ASV_0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	108	130	95	60	57	0	0	0	53	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	41	0	198	0	48	81	89	342	116	1194	276	39	0
ASV_0126	13	16	69	15	19	12	11	10	18	4	18	5	12	7	54	0	3	11	0	0	9	10	0	18	1	14	8	18	0	0	11	0	7	7	4	9	21	109	527	31	0	627	0	24	50	40	287	13	127	44	78	42	152	127	47	103	43	40	18	58
ASV_0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	44	14	52	53	246	0	0	0	31	39	81	159	26	246	534	55	552
ASV_0128	0	93	17	30	0	0	0	0	0	0	55	55	55	0	30	32	50	224	56	50	57	37	95	80	262	57	45	94	56	0	62	50	0	0	0	0	275	0	0	0	0	0	39	0	0	0	0	46	80	65	96	0	28	36	48	54	0	299	109	60
ASV_0129	43	23	90	34	9	23	10	7	25	13	7	4	16	19	0	264	127	39	110	212	28	23	59	7	45	152	89	208	50	79	138	35	85	37	106	166	110	0	4	0	0	0	0	16	0	6	6	84	1	20	4	0	0	17	31	21	78	36	31	6
ASV_0130	0	84	41	0	76	55	22	11	8	6	50	24	42	25	40	36	458	157	225	82	89	63	32	84	31	0	85	67	51	42	71	0	31	16	9	0	0	57	85	0	0	102	0	0	35	0	28	0	0	55	53	29	18	7	48	21	20	133	0	0
ASV_0131	0	11	0	0	7	0	0	0	0	0	13	22	17	12	13	44	19	110	32	8	29	33	48	64	36	52	20	14	0	9	11	0	0	0	0	0	32	21	24	18	16	0	0	0	0	0	0	49	146	39	131	38	193	173	263	65	558	303	20	0
ASV_0132	0	25	0	17	12	0	7	0	22	17	0	17	11	36	0	40	22	47	44	69	32	34	16	16	51	40	44	37	32	36	86	292	77	86	104	552	236	0	0	0	0	0	0	0	0	8	9	37	18	61	6	10	0	52	69	85	55	93	32	17
ASV_0133	14	0	0	0	104	20	26	0	33	0	100	0	0	0	17	0	0	0	0	0	0	0	0	0	19	25	9	0	0	0	0	0	0	0	0	0	23	39	23	39	39	0	55	0	53	0	26	26	376	373	179	149	242	36	38	30	59	366	29	18
ASV_0134	0	17	69	23	86	40	217	30	23	25	28	0	0	20	38	18	0	0	0	20	0	0	43	0	27	0	22	63	43	25	22	140	26	0	0	0	94	21	580	38	22	451	0	0	29	0	53	49	0	22	0	0	50	0	0	0	0	16	57	35
ASV_0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	33	29	58	21	218	0	0	0	176	30	411	165	189	160	140	249	245
ASV_0136	0	0	0	0	91	0	55	0	22	277	218	392	56	797	0	34	24	52	0	0	24	29	52	44	62	0	0	63	20	16	26	20	16	18	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0137	0	0	0	0	0	0	0	0	0	0	0	7	0	0	74	0	0	8	0	0	0	0	5	0	0	23	0	0	3	0	0	0	0	0	0	0	23	51	69	22	41	0	13	0	0	0	100	18	88	48	410	60	771	25	56	60	25	407	27	0
ASV_0138	0	0	13	0	36	79	18	1302	43	81	76	383	20	32	0	0	0	10	3	0	7	15	0	45	8	0	0	0	0	42	5	2	4	0	0	6	0	26	41	0	0	18	0	4	66	0	6	0	0	0	0	0	6	0	0	0	0	0	0	32
ASV_0139	12	0	0	26	254	57	152	69	208	27	34	15	54	24	20	13	0	0	0	0	0	0	21	21	32	19	59	35	36	54	29	9	13	11	0	14	47	17	0	23	0	0	36	9	0	25	18	13	235	198	53	26	49	11	28	12	19	204	19	21
ASV_0140	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	25	0	0	0	0	0	0	0	49	0	0	20	0	0	0	0	15	0	0	27	12	0	0	28	0	0	0	19	0	30	41	2	140	140	49	0	251	217	129	154	863	35	0
ASV_0141	140	107	254	116	135	58	136	86	144	79	37	32	43	11	16	12	0	2	0	0	10	4	22	12	29	0	17	7	6	9	18	12	4	0	0	4	14	0	0	0	0	0	0	131	0	123	241	0	65	61	31	0	39	0	2	2	0	51	4	0
ASV_0142	882	37	61	53	0	0	0	0	0	0	0	62	39	0	34	0	0	35	37	29	0	0	0	0	0	0	0	0	0	0	0	0	0	28	13	0	18	0	0	0	0	0	144	95	0	64	369	0	86	0	0	0	143	0	14	0	0	0	0	78
ASV_0143	0	0	0	0	0	0	0	0	0	0	34	35	45	208	0	60	191	114	344	256	211	128	49	0	66	0	82	77	72	57	82	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
ASV_0144	0	0	0	0	0	0	0	0	0	0	68	21	0	17	0	49	1041	254	229	125	0	0	0	0	0	0	68	45	59	66	89	0	70	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0145	0	0	0	0	339	135	779	139	214	65	9	18	5	4	0	26	9	0	5	7	14	7	64	20	41	0	52	28	95	24	61	17	4	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0146	866	112	111	119	6	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	211	0	214	190	27	0	0	0	9	0	0	0	9	0	10	0	0
ASV_0147	86	105	80	88	0	86	88	56	0	0	0	22	18	40	0	0	93	31	73	0	43	11	0	0	20	0	101	243	88	108	120	0	47	64	75	116	57	0	0	0	0	24	0	43	0	0	54	34	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	0	0	0
ASV_0149	0	0	0	0	0	0	0	7	2	0	0	0	0	19	0	3	18	0	0	18	0	0	0	5	0	0	75	18	13	106	55	28	30	13	18	1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0150	11	12	13	18	73	102	29	25	34	26	27	13	9	13	178	10	1	4	0	3	35	6	4	0	14	14	8	31	0	3	13	6	0	0	0	0	21	230	39	47	72	95	14	19	15	15	29	10	67	78	325	67	34	41	18	44	31	9	7	8
ASV_0151	14	22	29	0	22	29	19	33	69	57	36	45	149	171	20	26	15	27	50	9	0	12	14	20	22	0	65	62	139	71	90	20	25	48	13	37	0	10	44	0	3	0	0	0	282	20	111	20	0	25	13	0	0	0	0	0	0	0	16	34
ASV_0152	55	38	84	70	36	0	0	0	16	10	8	18	0	0	44	0	40	44	50	23	0	0	0	0	0	0	19	21	7	23	12	0	0	0	15	10	15	0	52	42	0	0	0	86	0	43	123	0	165	227	82	78	294	29	33	36	0	78	0	22
ASV_0153	18	43	55	37	0	14	34	52	25	35	206	114	81	219	44	16	22	16	21	0	19	24	20	38	22	0	7	8	8	14	8	4	12	16	7	24	21	38	93	10	68	62	0	14	321	51	52	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV_0154	14	129	29	29	0	3	0	0	0	0	71	0	0	0	0	0	5	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	119	70	32	35	20	0	22	92	229	232	28	29	0	37	273	13	21	34	98	59	78	43	42	90
ASV_0155	73	85	78	133	0	88	45	55	28	0	0	0	19	0	24	64	0	45	41	51	0	0	0	0	0	40	76	202	66	113	104	70	42	39	44	58	138	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	46	38
ASV_0156	9	59	72	73	35	178	8	98	47	34	73	86	25	49	37	3	4	11	5	0	20	18	13	18	14	18	0	8	0	11	4	0	5	0	0	0	4	184	304	47	29	81	0	24	114	22	44	0	2	27	11	11	17	0	0	0	5	0	0	10
ASV_0157	133	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	0	693	0	0
ASV_0158	0	0	0	0	66	46	53	1053	51	0	168	0	8	0	0	0	15	0	0	0	0	5	0	149	10	11	0	0	0	132	0	0	6	0	0	0	26	0	0	0	0	0	0	8	0	18	34	7	0	0	0	0	12	8	11	8	2	15	10	0
ASV_0159	0	113	0	0	19	10	13	14	0	14	24	15	10	20	14	53	48	25	33	40	51	31	107	39	39	14	33	30	34	42	31	26	67	38	29	64	30	17	5	10	6	5	6	14	2	10	0	40	21	50	183	16	0	35	37	41	80	108	50	9
ASV_0160	0	0	0	0	572	124	124	232	305	28	171	16	13	25	0	41	14	0	0	0	5	6	9	8	50	0	51	17	0	20	50	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_0161	18	134	53	43	0	13	0	0	0	0	0	12	10	17	25	16	41	31	29	38	17	0	0	0	12	69	85	176	67	78	110	37	77	137	68	97	113	0	8	0	0	11	0	29	0	12	23	29	0	0	0	0	0	8	11	10	6	18	71	37
ASV_0162	1	0	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	113	7	0	3	3	0	10	116	18	159	90	98	11	7	11	108	84	190	113	106	90	139	125	134
ASV_0163	21	0	0	0	155	18	11	5	8	82	148	69	83	95	0	8	13	10	10	0	65	106	81	68	93	0	136	0	5	0	12	9	8	0	6	0	10	0	0	0	0	7	221	70	27	19	14	0	161	0	10	0	0	0	0	0	0	6	0	0
ASV_0164	0	54	20	11	0	0	0	0	0	5	0	0	0	0	8	12	11	11	12	3	16	3	0	0	0	30	10	0	2	0	6	0	0	0	0	0	62	9	0	15	0	0	7	6	13	0	8	32	25	42	64	16	15	79	389	156	110	548	49	5
ASV_0165	171	76	203	145	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	135	221	0	200	330	0	23	0	0	0	11	12	0	0	23	11	0	23
ASV_0166	222	0	31	38	0	0	0	0	0	0	0	0	0	0	20	0	0	22	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	20	0	0	73	0	0	0	0	6	0	50	19	45	263	52	0	42	0	45	65	44	63	14	47	73	39	429
ASV_0167	57	13	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	231	453	19	0	0	0	143	310	0	0	0	0	348	123	0	0	0	0	0	0	0
ASV_0168	20	27	34	34	46	50	0	0	142	186	43	108	203	313	34	66	0	0	0	0	42	0	28	48	38	18	0	0	0	0	0	37	0	0	40	35	15	0	69	0	0	0	0	12	3	16	48	17	0	0	0	0	0	0	0	0	13	0	6	4
ASV_0169	57	30	45	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	109	0	84	98	174	0	0	0	10	15	33	14	66	412	161	42	83
ASV_0170	0	0	0	0	0	0	64	0	0	0	16	65	13	0	0	25	164	661	231	80	37	6	15	5	7	0	42	51	41	40	45	0	6	28	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	24	0	0	0	0	51	0	0
ASV_0171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	27	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	24	44	0	108	412	210	272	350	109	116	0	0
ASV_0172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	480	187	379	385	0	150	0	0
ASV_0173	30	78	56	67	33	51	36	15	45	14	13	116	4	8	249	0	6	16	0	6	7	7	0	7	13	5	39	24	15	25	37	6	15	17	10	28	63	22	36	11	39	92	0	83	29	32	143	0	0	12	0	7	20	0	0	0	0	12	0	9
ASV_0174	49	44	43	133	30	61	53	41	37	13	0	32	75	80	53	21	0	0	0	0	0	0	0	0	22	41	94	30	26	68	104	14	0	0	0	0	41	15	61	66	29	37	0	29	93	34	24	0	0	0	0	0	0	0	0	0	0	0	48	27
ASV_0175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	97	0	150	118	111	0	0	0	99	73	221	72	123	47	128	107	108
ASV_0176	34	9	11	11	19	27	18	57	56	0	19	86	48	24	31	51	57	108	69	38	23	5	7	23	17	12	16	19	19	23	14	11	13	0	7	0	3	47	21	43	47	0	1	12	2	27	6	10	9	86	54	156	24	39	37	11	10	15	4	0
ASV_0177	4	11	16	6	15	23	46	76	73	22	16	12	13	12	12	6	18	5	9	0	8	10	13	13	6	0	24	39	55	33	19	7	30	28	29	13	0	47	7	65	637	6	0	0	0	6	2	3	74	26	17	20	0	0	0	0	0	0	0	0
ASV_0178	5	0	10	11	0	2	1	9	0	5	303	16	16	31	0	0	35	0	0	0	13	27	14	22	29	9	0	0	0	0	0	0	18	0	0	0	7	2	0	0	0	170	0	11	723	44	46	0	0	0	2	3	0	5	0	0	0	13	5	14
ASV_0179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	115	0	170	111	112	0	0	0	71	57	248	87	97	58	60	88	102
ASV_0180	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	28	0	31	96	63	0	0	0	71	32	44	84	35	56	78	65	728
ASV_0181	0	20	20	0	178	74	45	22	15	25	32	15	10	66	15	12	26	60	31	50	107	54	17	18	31	0	34	66	20	14	34	82	10	5	0	0	0	0	160	42	13	89	0	0	19	0	13	0	0	0	0	0	0	0	16	15	0	0	0	0
ASV_0182	0	0	2	0	0	0	0	0	0	12	14	0	164	35	7	0	0	0	26	0	9	10	4	11	0	0	0	0	0	0	0	0	0	0	14	0	0	28	19	28	46	0	8	0	115	0	23	0	37	698	32	22	175	8	0	0	0	17	0	3
ASV_0183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	39	24	72	25	125	0	0	0	94	13	237	62	101	92	101	144	195
ASV_0184	0	0	13	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	87	1119	71	0	0	0	0	0	0	0	0	80	51	57	3	0	0	0	0	0	0	0
ASV_0185	73	0	1068	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	45	0	0	0
ASV_0186	0	0	0	0	245	35	221	106	159	20	62	19	27	19	0	0	0	0	0	0	0	0	27	0	29	0	18	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	23	0	0	0	0	0	225	105	25	25	25	0	0	0	0	87	0	0
ASV_0187	0	30	0	0	0	0	11	20	0	0	29	26	0	28	0	0	0	32	0	0	44	42	55	110	84	0	0	0	14	46	23	17	0	0	0	54	0	53	0	45	33	0	12	0	0	0	0	0	21	82	470	52	24	0	0	0	0	33	0	0
ASV_0188	33	0	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	13	28	0	14	322	43	18	0	0	14	115	48	71	38	45	92	38	326
ASV_0189	24	0	0	0	381	43	39	0	26	7	32	0	0	0	0	10	0	0	0	1	0	0	4	0	22	0	57	13	0	0	58	61	12	0	0	114	94	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	20	0	0	0	0	145	177
ASV_0190	26	16	17	45	73	24	0	0	60	151	20	47	182	209	37	16	0	0	0	0	11	0	17	20	21	38	0	0	0	0	0	5	0	0	9	6	29	0	19	0	0	0	0	23	15	85	38	18	0	0	0	0	0	0	0	0	21	0	16	63
ASV_0191	106	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	68	39	0	0	0	0	0	18	35	0	0	273	257	83	24	0	0	0	0	4	0	1
ASV_0192	0	110	0	0	0	0	0	2	0	0	0	2	0	0	0	9	7	17	5	9	0	0	0	2	0	6	22	19	18	24	34	6	4	0	4	19	15	27	8	26	32	30	0	0	27	0	0	6	4	237	248	44	14	28	21	13	55	180	9	0
